92731	4
92732	8
92733	89
92734	0
92735	0
92736	24
92737	43
92738	152
92739	0
92740	1
92741	35
92742	21
92743	166
92744	91
92745	165
92746	16
92747	4
92748	28
92749	38
92750	11
92751	64
92752	104
92753	16
92754	10
92755	0
92756	69
92757	0
92758	32
92759	14
92760	4
92761	3
92762	271
92763	11
92764	61
92765	4
92766	170
92767	173
92768	207
92769	187
92770	159
92771	58
92772	51
92773	166
92774	35
92775	20
92776	21
92777	23
92778	34
92779	11
92780	199
92781	147
92782	55
92783	270
92784	138
92785	122
92786	65
92787	16
92788	257
92789	245
92790	4
92791	210
92792	350
92793	43
92794	35
92795	35
92796	175
92797	20
92798	4
92799	58
92800	56
92801	53
92802	17
92803	181
92804	0
92805	287
92806	34
92807	67
92808	1
92809	20
92810	49
92811	220
92812	20
92813	82
92814	85
92815	0
92816	66
92817	105
92818	264
92819	19
92820	4
92821	35
92822	94
92823	21
92824	19
92825	74
92826	20
92827	5
92828	22
92829	44
92830	0
92831	70
92832	96
92833	34
92834	35
92835	0
92836	21
92837	38
92838	1
92839	156
92840	163
92841	4
92842	86
92843	26
92844	48
92845	114
92846	0
92847	260
92848	241
92849	0
92850	10
92851	77
92852	11
92853	40
92854	137
92855	4
92856	0
92857	0
92858	300
92859	4
92860	0
92861	104
92862	56
92863	4
92864	56
92865	10
92866	4
92867	4
92868	4
92869	82
92870	10
92871	2
92872	199
92873	0
92874	35
92875	20
92876	4
92877	7
92878	325
92879	10
92880	8
92881	104
92882	10
92883	236
92884	51
92885	14
92886	0
92887	7
92888	65
92889	0
92890	20
92891	20
92892	127
92893	6
92894	113
92895	0
92896	4
92897	4
92898	1
92899	140
92900	4
92901	0
92902	4
92903	2
92904	0
92905	8
92906	4
92907	7
92908	52
92909	126
92910	4
92911	201
92912	168
92913	279
92914	10
92915	117
92916	20
92917	20
92918	16
92919	20
92920	86
92921	142
92922	30
92923	4
92924	120
92925	151
92926	11
92927	56
92928	4
92929	88
92930	0
92931	1
92932	4
92933	38
92934	21
92935	121
92936	17
92937	79
92938	258
92939	20
92940	23
92941	34
92942	70
92943	89
92944	77
92945	94
92946	96
92947	12
92948	28
92949	6
92950	20
92951	4
92952	0
92953	50
92954	10
92955	50
92956	10
92957	34
92958	1
92959	33
92960	38
92961	80
92962	107
92963	32
92964	20
92965	104
92966	1
92967	160
92968	0
92969	0
92970	7
92971	79
92972	42
92973	16
92974	5
92975	56
92976	11
92977	0
92978	4
92979	20
92980	5
92981	21
92982	24
92983	11
92984	161
92985	0
92986	4
92987	10
92988	1
92989	0
92990	4
92991	0
92992	104
92993	4
92994	4
92995	26
92996	229
92997	35
92998	0
92999	67
93000	5
93001	263
93002	51
93003	41
93004	34
93005	1
93006	134
93007	275
93008	196
93009	245
93010	37
93011	2
93012	10
93013	264
93014	10
93015	57
93016	8
93017	0
93018	0
93019	4
93020	20
93021	100
93022	129
93023	53
93024	289
93025	4
93026	53
93027	31
93028	345
93029	225
93030	249
93031	20
93032	272
93033	30
93034	56
93035	243
93036	137
93037	20
93038	203
93039	243
93040	108
93041	1
93042	19
93043	27
93044	233
93045	20
93046	13
93047	10
93048	77
93049	0
93050	84
93051	39
93052	21
93053	20
93054	17
93055	4
93056	186
93057	262
93058	26
93059	11
93060	71
93061	172
93062	149
93063	10
93064	1
93065	241
93066	20
93067	4
93068	1
93069	232
93070	57
93071	35
93072	114
93073	0
93074	5
93075	57
93076	0
93077	10
93078	27
93079	33
93080	22
93081	1
93082	185
93083	30
93084	4
93085	65
93086	53
93087	20
93088	40
93089	1
93090	17
93091	4
93092	59
93093	73
93094	23
93095	7
93096	20
93097	10
93098	35
93099	77
93100	4
93101	20
93102	10
93103	49
93104	4
93105	109
93106	2
93107	10
93108	11
93109	22
93110	37
93111	65
93112	5
93113	13
93114	103
93115	113
93116	4
93117	51
93118	29
93119	61
93120	4
93121	113
93122	4
93123	76
93124	20
93125	20
93126	50
93127	4
93128	157
93129	44
93130	1
93131	10
93132	78
93133	0
93134	0
93135	20
93136	10
93137	4
93138	53
93139	60
93140	20
93141	7
93142	20
93143	35
93144	0
93145	10
93146	129
93147	32
93148	34
93149	10
93150	30
93151	4
93152	107
93153	0
93154	0
93155	99
93156	121
93157	386
93158	10
93159	22
93160	20
93161	35
93162	0
93163	13
93164	45
93165	67
93166	0
93167	4
93168	0
93169	46
93170	2
93171	119
93172	10
93173	1
93174	24
93175	110
93176	230
93177	227
93178	54
93179	31
93180	94
93181	29
93182	267
93183	161
93184	10
93185	263
93186	16
93187	0
93188	76
93189	10
93190	20
93191	129
93192	4
93193	153
93194	21
93195	10
93196	50
93197	1
93198	10
93199	16
93200	0
93201	1
93202	11
93203	11
93204	10
93205	21
93206	55
93207	71
93208	10
93209	21
93210	39
93211	2
93212	20
93213	47
93214	72
93215	57
93216	0
93217	94
93218	59
93219	1
93220	1
93221	20
93222	115
93223	20
93224	10
93225	56
93226	4
93227	21
93228	0
93229	29
93230	70
93231	1
93232	10
93233	0
93234	188
93235	1
93236	30
93237	147
93238	140
93239	56
93240	75
93241	10
93242	20
93243	253
93244	180
93245	34
93246	35
93247	13
93248	4
93249	356
93250	88
93251	94
93252	1
93253	9
93254	30
93255	4
93256	4
93257	162
93258	17
93259	35
93260	95
93261	0
93262	212
93263	90
93264	216
93265	173
93266	0
93267	35
93268	35
93269	0
93270	7
93271	0
93272	167
93273	2
93274	0
93275	5
93276	26
93277	64
93278	34
93279	10
93280	0
93281	20
93282	34
93283	4
93284	181
93285	4
93286	5
93287	159
93288	20
93289	1
93290	0
93291	1
93292	54
93293	20
93294	122
93295	0
93296	36
93297	88
93298	79
93299	8
93300	30
93301	163
93302	34
93303	232
93304	51
93305	198
93306	0
93307	98
93308	31
93309	1
93310	5
93311	19
93312	38
93313	49
93314	1
93315	1
93316	97
93317	73
93318	74
93319	80
93320	98
93321	5
93322	68
93323	99
93324	183
93325	128
93326	7
93327	1
93328	4
93329	0
93330	4
93331	98
93332	35
93333	4
93334	2
93335	4
93336	84
93337	94
93338	4
93339	11
93340	30
93341	0
93342	0
93343	16
93344	75
93345	1
93346	10
93347	34
93348	1
93349	0
93350	10
93351	13
93352	8
93353	1
93354	2
93355	65
93356	4
93357	7
93358	24
93359	20
93360	0
93361	55
93362	0
93363	4
93364	46
93365	10
93366	50
93367	180
93368	20
93369	294
93370	4
93371	0
93372	16
93373	265
93374	167
93375	8
93376	10
93377	143
93378	144
93379	110
93380	350
93381	316
93382	1
93383	0
93384	129
93385	262
93386	82
93387	4
93388	48
93389	72
93390	62
93391	16
93392	43
93393	54
93394	4
93395	180
93396	10
93397	0
93398	59
93399	0
93400	4
93401	56
93402	56
93403	20
93404	8
93405	56
93406	120
93407	50
93408	171
93409	14
93410	0
93411	21
93412	77
93413	140
93414	1
93415	20
93416	27
93417	127
93418	0
93419	7
93420	53
93421	19
93422	1
93423	88
93424	30
93425	125
93426	286
93427	252
93428	116
93429	12
93430	16
93431	211
93432	217
93433	222
93434	11
93435	63
93436	204
93437	134
93438	49
93439	1
93440	38
93441	190
93442	177
93443	182
93444	31
93445	0
93446	96
93447	13
93448	211
93449	2
93450	2
93451	56
93452	22
93453	79
93454	237
93455	30
93456	59
93457	10
93458	357
93459	398
93460	10
93461	131
93462	38
93463	10
93464	127
93465	44
93466	3
93467	4
93468	69
93469	7
93470	11
93471	0
93472	1
93473	176
93474	11
93475	0
93476	46
93477	0
93478	1
93479	20
93480	50
93481	44
93482	41
93483	127
93484	42
93485	1
93486	102
93487	16
93488	1
93489	2
93490	10
93491	315
93492	122
93493	24
93494	4
93495	13
93496	117
93497	276
93498	35
93499	29
93500	74
93501	105
93502	1
93503	0
93504	27
93505	10
93506	70
93507	0
93508	67
93509	92
93510	0
93511	41
93512	0
93513	117
93514	177
93515	23
93516	15
93517	95
93518	68
93519	20
93520	162
93521	7
93522	196
93523	4
93524	0
93525	161
93526	52
93527	25
93528	0
93529	193
93530	2
93531	198
93532	20
93533	46
93534	0
93535	18
93536	0
93537	8
93538	20
93539	77
93540	4
93541	20
93542	48
93543	5
93544	19
93545	132
93546	175
93547	111
93548	0
93549	288
93550	124
93551	35
93552	1
93553	55
93554	100
93555	32
93556	35
93557	44
93558	10
93559	26
93560	4
93561	4
93562	14
93563	71
93564	103
93565	74
93566	83
93567	152
93568	77
93569	0
93570	0
93571	39
93572	4
93573	145
93574	0
93575	5
93576	0
93577	169
93578	20
93579	0
93580	115
93581	241
93582	170
93583	178
93584	7
93585	57
93586	112
93587	1
93588	56
93589	24
93590	33
93591	0
93592	35
93593	20
93594	10
93595	146
93596	10
93597	20
93598	0
93599	7
93600	4
93601	26
93602	22
93603	10
93604	29
93605	13
93606	294
93607	360
93608	20
93609	333
93610	102
93611	3
93612	20
93613	1
93614	4
93615	1
93616	121
93617	22
93618	0
93619	10
93620	101
93621	8
93622	1
93623	238
93624	0
93625	39
93626	0
93627	10
93628	13
93629	154
93630	77
93631	217
93632	91
93633	52
93634	251
93635	339
93636	5
93637	0
93638	21
93639	36
93640	3
93641	95
93642	41
93643	0
93644	6
93645	11
93646	145
93647	4
93648	0
93649	100
93650	1
93651	2
93652	209
93653	59
93654	122
93655	4
93656	4
93657	32
93658	18
93659	326
93660	40
93661	22
93662	95
93663	1
93664	31
93665	28
93666	30
93667	69
93668	0
93669	0
93670	75
93671	172
93672	16
93673	16
93674	206
93675	370
93676	324
93677	2
93678	45
93679	5
93680	10
93681	88
93682	10
93683	20
93684	4
93685	1
93686	35
93687	77
93688	289
93689	260
93690	4
93691	38
93692	11
93693	18
93694	46
93695	35
93696	1
93697	4
93698	0
93699	10
93700	120
93701	208
93702	0
93703	248
93704	237
93705	260
93706	10
93707	7
93708	115
93709	35
93710	14
93711	16
93712	230
93713	305
93714	232
93715	102
93716	0
93717	0
