37278	53
37279	35
37280	3
37281	1
37282	1
37283	0
37284	25
37285	64
37286	0
37287	1
37288	0
37289	30
37290	0
37291	0
37292	0
37293	0
37294	2
37295	0
37296	70
37297	0
37298	0
37299	4
37300	0
37301	4
37302	30
37303	2
37304	1
37305	0
37306	10
37307	4
37308	0
37309	74
37310	0
37311	0
37312	0
37313	1
37314	93
37315	1
37316	0
37317	0
37318	0
37319	9
37320	22
37321	1
37322	1
37323	20
37324	4
37325	4
37326	7
37327	0
37328	0
37329	20
37330	84
37331	17
37332	0
37333	0
37334	0
37335	0
37336	0
37337	14
37338	22
37339	0
37340	0
37341	0
37342	10
37343	70
37344	5
37345	23
37346	4
37347	0
37348	0
37349	0
37350	6
37351	0
37352	17
37353	0
37354	0
37355	0
37356	11
37357	0
37358	0
37359	2
37360	2
37361	20
37362	30
37363	10
37364	84
37365	81
37366	7
37367	5
37368	0
37369	60
37370	0
37371	0
37372	0
37373	0
37374	0
37375	0
37376	0
37377	0
37378	0
37379	164
37380	92
37381	127
37382	145
37383	159
37384	118
37385	10
37386	23
37387	7
37388	10
37389	16
37390	0
37391	4
37392	0
37393	2
37394	0
37395	0
37396	0
37397	0
37398	32
37399	0
37400	168
37401	115
37402	151
37403	0
37404	10
37405	0
37406	2
37407	4
37408	23
37409	49
37410	0
37411	30
37412	0
37413	1
37414	0
37415	0
37416	0
37417	220
37418	56
37419	3
37420	8
37421	58
37422	0
37423	0
37424	4
37425	3
37426	0
37427	1
37428	175
37429	0
37430	6
37431	0
37432	18
37433	12
37434	17
37435	0
37436	141
37437	3
37438	18
37439	2
37440	7
37441	0
37442	11
37443	0
37444	0
37445	1
37446	8
37447	0
37448	0
37449	116
37450	10
37451	0
37452	0
37453	12
37454	75
37455	0
37456	3
37457	47
37458	11
37459	24
37460	27
37461	0
37462	1
37463	0
37464	0
37465	0
37466	4
37467	0
37468	20
37469	0
37470	16
37471	30
37472	0
37473	133
37474	88
37475	0
37476	30
37477	86
37478	0
37479	101
37480	134
37481	0
37482	0
37483	0
37484	0
37485	0
37486	0
37487	20
37488	0
37489	2
37490	0
37491	13
37492	103
37493	16
37494	23
37495	0
37496	0
37497	0
37498	10
37499	1
37500	0
37501	4
37502	0
37503	30
37504	0
37505	0
37506	128
37507	1
37508	0
37509	2
37510	1
37511	89
37512	0
37513	5
37514	0
37515	9
37516	29
37517	35
37518	17
37519	0
37520	0
37521	46
37522	12
37523	0
37524	40
37525	11
37526	0
37527	0
37528	162
37529	2
37530	10
37531	0
37532	0
37533	0
37534	0
37535	0
37536	1
37537	1
37538	0
37539	14
37540	62
37541	0
37542	0
37543	0
37544	0
37545	0
37546	0
37547	4
37548	0
37549	0
37550	0
37551	0
37552	24
37553	16
37554	10
37555	7
37556	12
37557	4
37558	0
37559	0
37560	0
37561	0
37562	56
37563	0
37564	20
37565	40
37566	59
37567	46
37568	0
37569	84
37570	0
37571	4
37572	0
37573	2
37574	9
37575	7
37576	38
37577	117
37578	2
37579	13
37580	4
37581	0
37582	1
37583	35
37584	76
37585	7
37586	0
37587	0
37588	20
37589	23
37590	76
37591	1
37592	4
37593	0
37594	2
37595	0
37596	22
37597	1
37598	10
37599	0
37600	0
37601	12
37602	219
37603	16
37604	6
37605	24
37606	0
37607	155
37608	0
37609	20
37610	10
37611	4
37612	0
37613	1
37614	73
37615	0
37616	8
37617	21
37618	30
37619	0
37620	0
37621	0
37622	0
37623	107
37624	0
37625	15
37626	0
37627	0
37628	52
37629	0
37630	0
37631	0
37632	0
37633	0
37634	0
37635	80
37636	0
37637	0
37638	4
37639	0
37640	11
37641	0
37642	0
37643	219
37644	143
37645	0
37646	0
37647	46
37648	10
37649	136
37650	24
37651	0
37652	140
37653	238
37654	186
37655	255
37656	4
37657	0
37658	0
37659	29
37660	1
37661	0
37662	0
37663	16
37664	75
37665	66
37666	30
37667	46
37668	85
37669	0
37670	30
37671	1
37672	12
37673	1
37674	0
37675	30
37676	0
37677	4
37678	0
37679	35
37680	0
37681	0
37682	57
37683	4
37684	0
37685	10
37686	0
37687	0
37688	0
37689	9
37690	18
37691	16
37692	22
37693	4
37694	172
37695	0
37696	30
37697	0
37698	255
37699	16
37700	7
37701	48
37702	4
37703	34
37704	0
37705	0
37706	9
37707	4
37708	28
37709	0
37710	38
37711	0
37712	16
37713	5
37714	0
37715	0
37716	2
37717	0
37718	0
37719	33
37720	16
37721	11
37722	1
37723	4
37724	5
37725	29
37726	2
37727	9
37728	16
37729	0
37730	119
37731	3
37732	0
37733	30
37734	0
37735	0
37736	21
37737	0
37738	33
37739	0
37740	2
