87271	0
87272	35
87273	20
87274	79
87275	28
87276	10
87277	143
87278	50
87279	3
87280	4
87281	1
87282	20
87283	20
87284	35
87285	4
87286	56
87287	11
87288	1
87289	4
87290	20
87291	10
87292	0
87293	185
87294	56
87295	10
87296	263
87297	72
87298	4
87299	77
87300	22
87301	142
87302	273
87303	275
87304	7
87305	37
87306	1
87307	0
87308	56
87309	89
87310	10
87311	95
87312	226
87313	43
87314	10
87315	253
87316	278
87317	53
87318	56
87319	77
87320	51
87321	0
87322	0
87323	11
87324	279
87325	158
87326	147
87327	80
87328	53
87329	144
87330	0
87331	82
87332	286
87333	14
87334	77
87335	66
87336	12
87337	0
87338	36
87339	35
87340	1
87341	2
87342	4
87343	25
87344	128
87345	35
87346	17
87347	50
87348	52
87349	10
87350	122
87351	66
87352	70
87353	69
87354	236
87355	232
87356	191
87357	131
87358	22
87359	10
87360	45
87361	109
87362	26
87363	4
87364	55
87365	4
87366	16
87367	35
87368	2
87369	6
87370	0
87371	107
87372	4
87373	0
87374	47
87375	20
87376	56
87377	0
87378	196
87379	1
87380	12
87381	47
87382	0
87383	156
87384	71
87385	1
87386	223
87387	1
87388	4
87389	4
87390	30
87391	5
87392	12
87393	10
87394	69
87395	101
87396	10
87397	0
87398	22
87399	39
87400	4
87401	68
87402	192
87403	11
87404	10
87405	83
87406	77
87407	35
87408	43
87409	0
87410	163
87411	4
87412	19
87413	81
87414	50
87415	49
87416	0
87417	231
87418	5
87419	35
87420	1
87421	20
87422	31
87423	4
87424	58
87425	2
87426	229
87427	89
87428	31
87429	10
87430	13
87431	159
87432	10
87433	164
87434	64
87435	124
87436	106
87437	4
87438	10
87439	4
87440	10
87441	56
87442	6
87443	1
87444	381
87445	1
87446	168
87447	62
87448	50
87449	101
87450	0
87451	16
87452	28
87453	94
87454	5
87455	10
87456	0
87457	10
87458	5
87459	68
87460	159
87461	176
87462	30
87463	20
87464	106
87465	10
87466	0
87467	100
87468	4
87469	135
87470	150
87471	0
87472	63
87473	4
87474	1
87475	0
87476	23
87477	294
87478	0
87479	284
87480	3
87481	106
87482	226
87483	20
87484	221
87485	4
87486	25
87487	21
87488	43
87489	4
87490	29
87491	7
87492	64
87493	140
87494	24
87495	54
87496	55
87497	4
87498	30
87499	50
87500	68
87501	20
87502	48
87503	0
87504	25
87505	4
87506	93
87507	153
87508	0
87509	51
87510	38
87511	20
87512	47
87513	4
87514	50
87515	0
87516	166
87517	10
87518	4
87519	225
87520	0
87521	0
87522	170
87523	0
87524	0
87525	4
87526	317
87527	110
87528	10
87529	125
87530	38
87531	13
87532	83
87533	122
87534	10
87535	159
87536	129
87537	10
87538	113
87539	30
87540	10
87541	1
87542	226
87543	10
87544	4
87545	31
87546	105
